title,rating,price,rating counter,sold,description,shop name,url,store location
TWS Earphone Neckband Sport Headset Bluetooth Bass Stereo Waterproof - Hitam,4.3,Rp22.500,9,15,"Earphone 5.2 nirkabel Bluetooth, Headphone nirkabel olahraga magnetis tali leher gantung TWS Headset nirkabel dengan mikrofonPaket termasuk:1 * earphone nirkabel tali leher1 * kabel pengisi dayaDeskripsi:Nama: headset yang dipasang di leherVersi: 5.2Kapasitas baterai: 280mAhWaktu pengisian: 2 jamWaktu bermain terus menerus: 8 jamSpesifikasi:1. Suara berkualitas tinggi: headphone ini menyediakan kualitas suara luar biasa yang mengesankan Anda dalam konten musik atau audio Anda.2. Kecocokan yang nyaman: Mereka dirancang dengan kecocokan yang nyaman, aman yang tidak akan tergelincir atau menyebabkan ketidaknyamanan selama penggunaan yang lama.3. Efisiensi energi: headphone ini mengonsumsi lebih sedikit daya dibandingkan dengan model lain, memungkinkan Anda untuk menggunakannya untuk periode waktu yang lebih lama tanpa khawatir tentang daya tahan baterai.4. Konstruksi tahan lama: terbuat dari bahan berkualitas tinggi, headphone ini dibuat agar tahan lama dan tahan aus sehari-hari.5. Desain yang nyaman: ukuran yang ringkas dan desain yang ringan membuat mereka mudah dibawa kemana-mana, membuat mereka pilihan yang nyaman untuk mendengarkan di mana pun.",BOZZBUY,https://www.tokopedia.com/bozzbuy/tws-earphone-neckband-sport-headset-bluetooth-bass-stereo-waterproof-hitam-f7908?extParam=ivf%3Dtrue%26keyword%3Dtws&src=topads,Jakarta Barat
TWS Kuromi Cinnamoroll Melody ORI Sanrio Wireless Bluetooth Earphone - Cinnamoroll,5,Rp250.000,3,6,"TWS Wireless Bluetooth Earphone SanrioOriginal SANRIOVarian : Kuromi, Cinnamoroll & My MelodySpesifikasi- Material : Silicone & PVC- Rechargeable Battery 25mAh up to 4.5 hours- Charging Compartment Battery Capacity 180mAh- Bluetooth 5.3 Up To 10 meter :(Barrier Free)- Frequency : 20Hz-20kHz- Speaker Type 13mm Single Membrane- Speaker Impedance : 320- Sensitivity : 80 + 3 dB- Maximum input power : 5mW- Charging Voltage : 5V/1AFingertip Intelligent Operation / Fitur Jari :- Pause / Play- Previous Song / Next Song- Volume Up / Volume Down- Answer Call / Reject Call- Voice assistant to wake up SiriIsi Kemasan :- TWS Sanrio- Kabel Charger Type C- Kotak Kemasan / Box",Kawaii Universe,https://www.tokopedia.com/kawaii-universe/tws-kuromi-cinnamoroll-melody-ori-sanrio-wireless-bluetooth-earphone-cinnamoroll-289ce?extParam=ivf%3Dtrue%26keyword%3Dtws&src=topads,Kota Batam
Thinkplus TH30 True Wireless Bluetooth Headset Headphone V5.3 3D Stereo and Disney LK-11 Tws Music Bluetooth Earphone V5.2 - Cream,5,Rp199.000,1,4,"1.Lenovo TH30Model: lenovo thinkplus TH30Nama barang: HeadphoneWarna: Hitam, Putih, Merah MudaModel: Lenovo thinkplus TH30Kumparan bergerak: 40mmKoneksi kabel: kabel audio 3.5mmNirkabel Bluetooth: 5.3Antarmuka pengisian daya: USBJarak transmisi Bluetooth: 10-15mKapasitas baterai: 250mAh (built-in)Daya tahan baterai: 7 jam bermain game, 11 jam pemutaran-------Produk termasuk-------1 * Headphone1 * kabel pengisi daya1* 3.5mm hingga 3.5mm. kabel audio1* Kerajinan2.Disney LK-11Model: Disney LK-11Nama: Headphone Nirkabel DisneyVersi Bluetooth: v5.3Jarak transmisi: ≥10mKapasitas baterai headphone: 35mAhKapasitas baterai kompartemen pengisian daya: 270mAhWaktu penggunaan headphone: ≈4 jamWaktu pengisian daya headphone: ≈1 jamWaktu pengisian kompartemen pengisian daya: ≈2 jam--------Produk termasuk-------1 * sepasang Earphone1 * kotak pengisi daya1 * kabel pengisi daya1 * Panduan Pengguna【Layanan purna jual】Barang dijual dan dikirim oleh toko kami, kami akan memberikan layanan purna jual berkualitas untuk memastikan kepuasan Anda, jangan ragu untuk membeli. Jika Anda mengalami masalah dalam proses penggunaan, silakan hubungi kami, tim layanan pelanggan kami akan siap memberi Anda dukungan dan solusi!",Lenovo ThinkPlus Store,https://www.tokopedia.com/thinkplus-audio/thinkplus-th30-true-wireless-bluetooth-headset-headphone-v5-3-3d-stereo-and-disney-lk-11-tws-music-bluetooth-earphone-v5-2-cream-2a9a6?extParam=ivf%3Dtrue%26keyword%3Dtws&src=topads,Jakarta Utara
Headset TWS Earphone Wireless SMARTCOM Q71 Fitur Anti Noise Bluetooth,,Rp499.000,,,Headset TWS Earphone Wireless Smartcom YKK Q71 Bluetooth 5.3 support semua merk HpDetail produk:-. Nama produk: YYK-Q71 earphone nirkabel-. Berat produk: sekitar 135g-. Versi Bluetooth: Bluetooth 5.3-. Kapasitas earphone: 40mAh-. Kualitas casing Charaging: 300mAh-. Waktu musik: sekitar 6 jam-. Waktu panggilan: sekitar 6 jam-. Jarak transmisi: sekitar 15mFitur produk:1.Bluetooth 5.3 stabil dan cepat terhubung2. Nyaman dan tanpa rasa sakit untuk dipakai3. Kontrol sentuh ponsel cerdas4. Baterai tampilan Digital5. Tahan air IPX56. Kapasitas besar untuk waktu musik yang lebih lamaDaftar kemasan:1 * YYK-Q71 earphone nirkabel1 * kabel pengisian daya1 * panduan pengguna,BOZZBUY,https://www.tokopedia.com/bozzbuy/headset-tws-earphone-wireless-smartcom-q71-fitur-anti-noise-bluetooth?extParam=ivf%3Dtrue%26keyword%3Dtws&src=topads,Jakarta Barat
KINGLUCKY TWS Bluetooth 5.3 Wireless A20 Touch Control Waterproof - PINK,4.9,Rp199.000,24,70,"HITAM READY LANGSUNG KIRIMPUTIH READY LANGSUNG KIRIMPINK PRE-ORDER 15 HARIFitur menarik hanya ada dalam produk Bluetooth 4 2 in 1 KINYO A20Desain casing seperti memutar 360 derajat yang unikTWS yang dapat terhubung ke 2 ponsel sekaligus dan digunakan secara bersamaanSuara stereo HiFi berkualitas tinggiPanggilan ENC Anti noise / anti bising, suara sangat jernihKoneksi Bluetooth 5.3 terbaru tidak delayBaterai berkapasitas tinggi hingga 4 jamModel : earbud dan klip telingaBluetooth :  V5.3Kontrol : sentuhRentang frekuensi : 20Hz-20kHzJangkauan koneksi : 6-10m (tidak ada hambatan)Kapasitas Baterai : 25mAhKapasitas pengisi daya :160mAhWaktu pengisian : 1-2 jamWaktu penggunaan : 3-4 jamPort pengisian daya : Tipe-CMikrofon percakapan terintegrasiPengurangan kebisingan panggilan ENC",Kinglucky_Official,https://www.tokopedia.com/kingluckyofficial/kinglucky-tws-bluetooth-5-3-wireless-a20-touch-control-waterproof-pink-d875a?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch,Jakarta Barat
Edifier W260NC / W 260NC / W260 NC / W 260 NC True Wireles TWS Active Noise Cancellation ANC LDAC 32Hrs - Dark Blue,5,Rp939.000,57,100,"#STTOMSCO #pastiORIGINAL #pastiLEBIHMURAH #pastiGANTIBARUGaransi GANTI UNIT BARU jika ada temuan ""FACTORY DEFECT"" selama 7 hari dari barang diterimaGaransi 18 Bulan ResmiContact Marketing:* MISS RANNIE 0853-5626-7733* MISS SUZY 0823-8851-8899Isi Dalam Kemasan:2x Earbuds1x Charging Case3x Ear Tips (S,M,L)1x Charging Cable1x User ManualFitur Utama:IMMERSIVE SOUND WITH HI-RES AUDIO WIRELESS CERTIFIED & LDACAchieve high-quality audio standards and 24-bit/96kHz decoding to immerse listeners in a HiFi music experience that offers lossless sound quality.6-MIC AI CLEAR CALLSSix beamforming microphones and AI noise reduction ensure clear, efficientcommunication in any environment.UNIQUE SURFACE OF DESIGNThe leather texture and metal plating of this charging case offer enhanced grip and asuperior feel compared to typical glossy cases.LONG BATTERY LIFEEnjoy up to 6 hours of music playback with ANC ON, and an additional 18 hours using thecharging case.DUST & WATER RESISTANCE FOR ACTIVE USEIP54 certifiedCONVENIENCE FUNCTIONS DESIGNBluetooth V5.3 offers dual-device connectivity for easy switching, while wearing detectionenables automatic music pause/play.EDIFIER CONNECT APPPersonalize your listening style and customize your controls.Spesifikasi:Bluetooth V5.3Bluetooth Protocol A2DP/AVRCP/HFPEffective Distance ≥10mPlaytime (hours) ANC ON: 6+18hrs=24hrsANC OFF: 8+24hrs=32hrsBattery Capacity USB-TypeCCharging Port 3.85V 45mAh(Earbuds)3.8V 460mAh(Charging case )Input 5V ⎓ 200mA (Earbuds)5V ⎓ 1A (Charging case )Charging Time 1h (15min=2hrs)Weight Around 50.2gAudio Coding LDAC/AAC/SBCDriver Φ10mm Dynamic+Φ6mmDynamicImpedence 32ΩSound Pressure Level 92dB±3dBSPL(A)Frequency Response 20Hz-40kHzMircophones 6Mics（3 on each earbud）Microphone Sensitivity -38dB±2dBIP Rating IP54Dimension (L x W x H mm) Earbuds: 36.2mm *20.3mm*23.6mmCharging Case: 60mm*25.6*51.0mm",ST-Toms.co,https://www.tokopedia.com/itoms/edifier-w260nc-w-260nc-w260-nc-w-260-nc-true-wireles-tws-active-noise-cancellation-anc-ldac-32hrs-dark-blue-b4b2e?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch,Jakarta Utara
Anti Lost Drop Jatuh Hook Earhook 2pc Silicone Wireless TWS AirPods - Kalung Magnetic,4.8,Rp23.000,139,250,"Jual : Anti Lost Drop Jatuh Hook Earhook 2pc Silicone Wireless TWS AirPodsAnti Lost Earhook Airpods adalah Satu pasang ( 2pc Yakni kiri dan kanan) gantungan yang bisa di masukkan earphone Airpods kemudian bisa untuk sangkutkan ke daun telinga, supaya saat olahraga atau berkegitatan menunduk kepala si Aripods tidak jatuh dari telinga.Ukuran Lubang di Earhook diameter : 5.8 mm , untuk Airpods 1 dan airpods 2 mohon ukur dulu ukuran diameter tangkai earhook Earphone.Alternatif bila Earphone tidak muat ke dalam lubang Earhook, maka lubang nya bisa di-akalin dengan membelah salah satu lubang nya. Bisa lihat di video youtube yang kami semat kan di sini.Untuk alternatif ini tidak berlaku untuk kalung magnetic ya.Features:Specially designed for Airpods. Fast and simple to install.Made of TPU, ultra-light weight, give no burden to your ears.Prevent your small wireless earphones from losing accidentally.Ideal for sports, runing, jogging,  work, cycling and other indoors & outdoors activities.Ergonomically curved for perfect fit with your ears.Smooth edges cause no discomfort to your ears and soft material will not scratch for Airpods. Specifications:Material: TPU + SiliconeColor: White/BlackQuantity: 2Pcs (for Left and Right Ears)Fits for: for Airpods 1 , Airpods 2Note : This product is only suitable for Apple AirPods headphones, not suitable for other Bluetooth headsets. (purchase requires caution) isi paket :1 pasang ( = 2 pcs ) AirPods Earhook (AirPods tidak termasuk dalam paket)Untuk Isi paket varian kalung, hanya isi 1 unit kalung yaNote :WAJIB VIDEO UNBOXING !!!!!!!Tanpa Video Unboxing Paket,Komplain Kerusakan/Kekurangan Tidak di terima !!!!.",Toko Optima Kirana,https://www.tokopedia.com/tokooptimakirana/anti-lost-drop-jatuh-hook-earhook-2pc-silicone-wireless-tws-airpods-kalung-magnetic?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch,Jakarta Barat
SOUL OPENEAR S-CLIP Wireless Air Conduction Ear Sound Clips TWS Black,4.8,Rp509.000,446,750,"Notes :1. Harap pastikan pesanan sudah sesuai sebelum check out2. Produk tidak dapat ditukar warna / model3. Untuk KLAIM PRODUK ridak lengkap harap sertakan video UNBOXING PAKET4. Setelah barang sampai mohon dicek kelengkapan produk dan pastikan barang diterima dengan kondisi baik sebelum klik ""Pesanan Diterima""No. Postel : 89663/SDPPI/2023SOUL OPENEAR S-CLIP Wireless Air Conduction Ear Sound Clips TWSCara baru untuk mendengarkan musik dengan gaya terkini. Kamu dapat merasakan audio spasial yang begitu unik yang memungkinkan kamu tetap bisa mendengarkan suara disekitar kamu#begitunyAMAN #BisaSambilNgapainAja #OpenEarS.O.S ExperienceS : Spatial sound (kamu tetap bisa mendengarkan suara di sekitar saat kamu mendengarkan musik di waktu yang bersamaan)O : Open-ear comfort (didesain khusus menyesuaikan ukuran telinga sehingga nyaman digunakan tanpa khawatir telinga kelelahan )S : Safety (dirancang untuk semua kegiatan sehari-hari, kamu akan tetap sadar terhadap lingkungan saat menggunakannya)Fitur : Sound Clip Fit with Air Conduction SoundKamu bisa mendengarkan apapun sambil tetap menjaga telinga kamu bebas dan terbuka untuk semua jenis situasi Long Battery LifeNikmati 9 jam penggunaan dengan satu kali pengisian daya dan dengan total penggunaan hingga 36 jamSpesifikasi :- Bluetooth Versi : 5.2- Bluetooth Profil : HFP, A2DP, AVRCP- Frequency Response : 20Hz - 20kHz- Impedance : 18Ω- Sensitivity : 92dB +/- 3dB- Jangkauan Bluetooth : 10m/33ft- Berat Produk : 45g- Waktu Pengisian Daya : Sekitar 1.5 jam- Daya Tahan Baterai : Hingga 36 jam (tergantung dari volume dan konten)Isi Paket :1* Soul Openear S-Clip1* Kabel type c1* Buku PanduanGaransi Produk (S&K Berlaku)• Cacat produksi : Bukan karena penggunaan (terjatuh, masuk air, kesalahan instalasi, perubahan tegangan listrik, dsb)• Proses pembelian belum selesai : penggantian produk baru (produk cacat produksi) hubungi admin toko• Proses pembelian selesai: Garansi 1 tahun (1x penggantian produk)• Wajib video unboxing, tanpa video unboxing tidak bisa mengajukan komplain",SOUL Electronics Official,https://www.tokopedia.com/soulelectronics/soul-openear-s-clip-wireless-air-conduction-ear-sound-clips-tws-black?extParam=cmp%3D1%26ivf%3Dtrue%26keyword%3Dtws%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch,Jakarta Barat
Nothing Ear (a) TWS - White,5,Rp1.699.000,22,60,Brand : NothingWarna : WhiteTipe Headphone : In-EarUnit Driver : 11 mm dynamic driverRespon Frekuensi : 5000 HzKonektivitas : BluetoothBaterai Tipe : Rechargeable li-ion batteryKapasitasEarbud: 46 mAhCase: 500 mAhDimensi30.9 x 21.7 x 24.3 mm (Earbud)47.6 x 63.3 x 22.7 mm (Case)Berat4.7 gr (Earbud)39.6 gr (Case)LainnyaNoise CancellationDepth: Up to 45 dBFrequency range: 5000 HzGaransi1 tahunSKU8100146663-UR,Nothing Official Store,https://www.tokopedia.com/nothingofficialstor/nothing-ear-a-tws-white?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch,Kab. Tangerang
HiFi Bluetooth Headset TCL SOCL500 TWS Earbuds Wireless Earphone - Phantom Black,4.2,Rp150.000,5,13,"100% Original , Harga Special!  DESCRIPTION Give Your Ears The Professional Sound They Deserve  The TCL True Wireless Earbuds, integrated with the latest in Bluetooth 5 technology, have transformed the auditory experience. You will be able to use the voice assistant feature to speak with all your friends and loved ones in crystal clear. The innovative antenna gives your true wireless earbuds a powerful connection; the perfect audio quality without interruptions.  Keep Your Ears Looking Stylish  Express yourself with waterproof earbuds in a beautiful glossy finish. Perfect for adding style to any occasion, the TCL bluetooth earbuds will look fantastic in your ears. The 26 hours battery capacity will keep your music playing and you looking great all-day; whenever your battery is getting low, simply place inside the Type-C charging case.  Key Features:  Enjoy Your Favorite Music Effortlessly: Go from empty ears to listening to your favorite songs in SECONDS! The intelligent, inbuilt Bluetooth antenna ensures you have a consistent stream of crystal clear sound quality  Incredible Sound Quality for Your Ears: Hear your favorite songs with the quality of sound the producer wanted you to. The professional audio drivers pass an unparalleled richness of sound into your eardrums. The incorporated pro acoustic panel technology gives your music a perfect balance and world-class fluidity.  Fast Automatically Pairing for Your Device  Made to Fit for Your Ears: You won’t have to put up with loose true wireless earbuds or sore ears any longer. With a custom oval acoustic tube designed to fit perfectly into your ears, your earbuds will be comfortable and will fit securely into your ears.  Superior Battery Life for Uninterrupted Quality: A single charge will give you 6.5 hours of incredible sound quality. With a charging case giving you a total of 26 hours battery life. Do you need battery fast? Simply charge for 15 minutes and you’ll be ready to listen again for another hour.",MAXI BSG OFFICIAL,https://www.tokopedia.com/maxibsgofficial/hifi-bluetooth-headset-tcl-socl500-tws-earbuds-wireless-earphone-phantom-black?extParam=ivf%3Dtrue%26keyword%3Dtws&src=topads,Kab. Tangerang
Monster MH22156 Wireless Bluetooth 5.3 TWS Sport Waterproof Earphone - Putih,4.9,Rp174.000,231,250,"Deskripsi Produk:1. [Bluetooth 5.3] Versi baru Bluetooth, sinyal stabil, tidak mudah terputus2. [Smart Touch] Kontrol sentuh sidik jari pintar, mudah untuk mengontrol musik, satu tombol untuk menjawab telepon.3. [IOS+Android]Dukung iPhone (iOS) dan Android, selama ponsel Anda mendukung koneksi Bluetooth, Anda dapat menggunakan headset ini4. [Dengan mikrofon] Ada mikrofon di kedua sisi headset, mendukung panggilan suara5.Headset memiliki garansi 6 bulanSpesifikasi Produk:LenModel Bluetooth: Monster MH22156Versi Bluetooth: 5.3Jarak efektif: >10mWaktu bermain: sekitar 6,5 jamKapasitas baterai headphone: 60mAhKapasitas baterai kompartemen pengisian daya: 400mAhTanduk diameter: 10mmDaya pembicara: 5mW * 2Impedansi: 32Sensitivitas mikrofon: -35dB ± 3dBRasio signal-to-noise: >95dBDistorsi: ≤1%Respons frekuensi: 20Hz-20KHz2x earphone nirkabel (telinga kiri + telinga kanan)1x kabel pengisi daya tipe-c1x instruksi manual2 * tutup telinga silikon (kiri + kanan)#Monster#Bluetooth Headphone#Monster Headphone#Headphone#Wireless Headphone",thinkplus-Lenovo,https://www.tokopedia.com/thinkplus-lenovo/monster-mh22156-wireless-bluetooth-5-3-tws-sport-waterproof-earphone-putih-ab678?extParam=ivf%3Dtrue%26keyword%3Dtws&src=topads,Kab. Tangerang
Anker Soundcore R50i Earphone Bluetooth TWS True Wireless - Hitam,4.8,Rp189.000,4,13,"Anker Soundcore R50i Earphone Bluetooth TWS True Wireless- Garansi Resmi Anker 18 BulanIsi Dalam Kemasan:1x Charging Case3x Eartips Size1x USB-C Cable1x Lanyard1x Buku ManualSpesifikasi:- Bluetooth 5.3- IPX5- 10 mm Driver- Touch Control- Terdapat Soundcore App (Low Latency Gaming Mode, Find Your Earbuds, 22 PresetEQ, White Noise)- Extra Bass, Powerfull Music Experience- Memiliki Soundcore Signature EQ and Bass-Up EQ- 30 Hours with Charging Case / 10 Hours Playtime- Fitur Fast Charge 10 Min = 2 hrs- Lanyard, help you attach your earbuds easily- Superior call quality : 2 Mic AI Algorithms for better call quality- Small, Sleek Chic Design for urban lifestyle",TGTBH,https://www.tokopedia.com/tgtbh/anker-soundcore-r50i-earphone-bluetooth-tws-true-wireless-1730757507909060230?extParam=ivf%3Dfalse%26keyword%3Dtws&src=topads,Jakarta Barat
ePro TWS Series TW01 5.0mm Patented Horn-Shaped Replacement Eartips - S 1 Pair,5,Rp85.000,1,3,"TW01 Horn-Shaped ear tips TWS SeriesSpecially design for true wireless earphone. With shorter size ensure the TWS charging case able to close firmly.Special eartips with Patented horn-shaped nozzle design allowing clear high frequency presentation.The innovative carbon materials increases the elastic extension for better sound quality and comfortable fit.Combine the innovative material and physical technology to:~Enhance the specific timbre~Increase the sound quality~Convert the transmission of high-pitched sound~Hold the high frequency through transmission~makes the sound more clearly~increase elastic extension Doped GrapheneProvides support, enhances the specific timbre and bass, and holds the high frequency.Patented Horn-Shaped NozzleIncreases the sound quality and improves acoustic efficiency by preventing the losses that occur at sudden transitions.Soft Silicone MaterialEnables your ear tips more flexible, removable, reusable and durable than memory foam ear tips.LL size: outer diameter 14mmL size: outer diameter 13mmM size: outer diameter 12mmS size: outer diameter 10mmAll size height around 6.5mmfor True Wireless EarbudsInner Diameter: 5mmCompatible Nozzle Size: 5.2~7mm",Smart Shop 168,https://www.tokopedia.com/sshop-168/epro-tws-series-tw01-5-0mm-patented-horn-shaped-replacement-eartips-s-1-pair-9ffaa?extParam=ivf%3Dfalse%26keyword%3Dtws&src=topads,Jakarta Barat
Headset Bluetooth TWS Samsung Original Extra Bass Earphone Microphone,4.8,Rp199.500,83,100,"HEADSET BLUETOOTH SAMSUNG EXTRABASSPRODUCT OVERVIEW :Input Charging : Type CBluetooth Version : BT 5.0Support Agreements : Semua HP, Laptop, TabletPress Button : Key ControlFrequency Response Range : 40Hz - 20KHzCommunication Distance : About 15-20 MetersBatterai Capacity : 1800MAhDuration : (default volume)Sensitivity : 92dbPacking List : Headphones 2Pcs, Manualbook, Cable Charger, Manual BookSemua produk yang kami kirim menggunakan FREE EXTRA BUBBLE & KARDUS sehingga sampai diterima anda dengan aman. Kami juga melakukan FOTO PRODUK SENDIRI sehingga produk yang akan anda terima sama seperti yang kami iklankan.Selamat Berbelanja ^_^",Charger Apple,https://www.tokopedia.com/charger/headset-bluetooth-tws-samsung-original-extra-bass-earphone-microphone?extParam=ivf%3Dfalse%26keyword%3Dtws&src=topads,Kota Tangerang Selatan
MONSTER XKT12 EARPHONE TWS HEADSET EARBUDS NOISE REDUCTION HEADPHONE - Beige,4.9,Rp149.000,162,250,"LN-EAR-MONSTER12-BK/BG/WH/PK/PLBluetooth 5.3 ; Mendukung berbagai perangkat bluetooh baik IOS, android dan windows dengan koneksi stabil.Casing Transparant ; Membuat tampilan casing menjadi lebih estetik dan modern.360 ° Surround Sound Effect ; Menghasilkan suara full bass tanpa distorsi subwooferSpesifikasi :Bluetooth : 5.3Jarak : 8-10mSensitivity 109+3dBFrequency response-20Hz-20kHzBattery: 33mAh/300mAhCharging Time: 1,5 JamPlay Time : 5hoursIsi paket: 1* Monster12 Garansi: 12 Bulan (Cacat pabrik, langsung ganti baru. Kerusakan akibat pengguna = garansi void)Notes :1. Harap pastikan pesanan sudah sesuai sebelum check out.2. Produk tidak dapat ditukar size / warna / model3. Untuk klaim produk tidak lengkap harap sertakan video unboxing paket.4. Setelah barang sampai mohon dicek kelengkapan produk dan pastikan barang diterima dengan kondisi baik sebelum klik ""Pesanan Diterima"".",Monster Official Store,https://www.tokopedia.com/monsterofficialstore/monster-xkt12-earphone-tws-headset-earbuds-noise-reduction-headphone-beige?extParam=ivf%3Dtrue%26keyword%3Dtws%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch,Jakarta Barat
EDIFIER TWS X3S Wireless Bluetooth Earphone Qualcomm aptX cVc ENC - X3S Putih,4.9,Rp349.000,92,250,"GARANSI (-) Garansi resmi Edifier selama 18 Bulan(-) Wajib Kirim Full Video Unboxing SARAN AGRES PLUS (-) Tambahkan Produk Bubblewrap Jika Diperlukan :https://tokopedia.link/uOVA2Q94QJb(-) Kami Menyarankan Packing Kayu (Untuk Pembelian Casing & Monitor): https://tokopedia.link/FnbT2Wb5QJb(-) Packing Kayu hanya support dengan menggunakan kurir JNE (diluar JNE pengiriman akan diproses tanpa packing kayu)(-) Segala kerusakan yang diakibatkan oleh ekspedisi bukan tanggung jawab kamiEDIFIER TWS X3S Wireless Bluetooth Earphone Qualcomm aptX cVc ENCTrue Wireless Stereo EarbudsPerfect for All-Day UseX3s berat hanya 62g dengan casing pengisi daya mini yang pas untuk dibawa Anda ke mana-mana. Satu kali pengisian daya dapat memberi Anda waktu pemutaran hingga 8 jam. Saat menyertakan casing pengisi daya, waktu pemutaran dapat mencapai hingga 28 jam.Bluetooth V5.2 with aptX Sound QualityX3s menghadirkan kenikmatan musik yang luar biasa dengan teknologi terbaru. Chipset Qualcomm QCC3040 Bluetooth V5.2 yang baru ditingkatkan memastikan transmisi yang lebih stabil dan decoding audio aptX cVc8.0 ENC Clear Calls Teknologi peredam bising cVc8.0 yang dioptimalkan secara akurat menyaring kebisingan sekitar dan menghasilkan kejernihan suara dan kualitas panggilan yang jauh lebih baik.Low-Latency Gaming Mode AvailableSaat dalam Mode Game, ada latensi yang lebih rendah dan proyeksi suara yang lebih baik. IP55-Rated Dust and Water Resistance Earbud X3s memiliki peringkat IP55, membuatnya tahan debu dan air. Jangan ragu untuk menggunakannya saat berada di gym atau di hari hujanSimple Touch ControlTo play/pause music or to answer/hang up a call, simply tap the earbudsconvenience at your fingertips.  SpesifikasiBluetooth version V5.2Audio codecs APTX, SBCDriver unit 6mm dynamic driverPlayback time about 8 hours (earbuds) + 20 hours (charging case)Charging time about 1 hour 40min (earbuds)/2 hours (charging case)Battery capacity 50mAh (earbuds)/350mAh (charging case)Frequency response 20Hz-20kHzSound pressure level 943dBSPL(A)Impedance 16Charging port USB Type-C",Agres Plus,https://www.tokopedia.com/agresplus/edifier-tws-x3s-wireless-bluetooth-earphone-qualcomm-aptx-cvc-enc-x3s-putih-65fcd?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch,Jakarta Utara
ACOME Sarung Powerbank Universal Fleksibel / Pouch Serba Guna Untuk Handphone Powerbank Headset Earphone TWS Charger ATP01 Original - Garansi Resmi 1 Tahun,5,Rp23.900,58,100,"Keunggulan ATP01:Tas Penyimpanan Digital Untuk PerjalananMuat Untuk Kapasitas BesarMampu menyimpan satu iPhone 15 dan power bank 20000mAh dalam satu waktuMenyimpan Berbagai Aksesoris Kecil SekaligusBarang kecil sehari-hari dapat dimasukkan ke dalam tas, mudah dibawa dan tidak mudah hilangKulit PU Berkualitas Tinggi, Halus dan LembutMaterial kulit PU berkualitas tinggi, halus, lembut, dan nyaman di kulitDetail yang indah-Tahan air kuat, tidak menyerap debu saat dicuci-Kuat dan tahan lama, tidak berubah bentuk saat ditarik-Desain tali serut, tidak akan terlepas meskipun digoyangkan Ketentuan Garansi 1. Garansi 1 Tahun Tukar Baru Untuk Produk Tidak Berlaku Jika:A. Tidak Ditemukan Adanya KerusakanB. Kerusakan Disebabkan Oleh Faktor Luar/Di Luar KuasaC. Kerusakan Akibat Dari Kesalahan Pemakaian (Terjatuh, Tergores, Ternoda, Pecah, Terkena Air, Dll.)2. Syarat Klaim:A. Unit Masih Dalam Masa Garansi Dan Sesuai Dengan Kebijakan Garansi Yang Telah DitetapkanB. Kelengkapan Dari Unit Harus Disertai Secara Lengkap (Dus, Kabel Charger, Buku Manual, Kartu Garansi, Dll)C. Dilengkapi Dengan Nota Pembelian (Print Out History Pembelian) Dan Informasi Kerusakan Unit  Note: Hubungi Customer Service Kami Melalui Layanan Chat, Untuk Mengetahui Prosedur Klaim Retur Atau Garansi Lebih Lanjut.",Acome Indonesia,https://www.tokopedia.com/acomeindone/acome-sarung-powerbank-universal-fleksibel-pouch-serba-guna-untuk-handphone-powerbank-headset-earphone-tws-charger-atp01-original-garansi-resmi-1-tahun?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch,Kab. Tangerang
baterai tws 400909,4.9,Rp7.000,77,1000,ukuran 400909 = 4mm x 0.9mm x 0.9mm kondisi baru barang yg dikirim pasti kita cek no grsi,Bliss com,https://www.tokopedia.com/blisscom/baterai-tws-400909?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D20250114104223FD057DD9BB888533FT17%26src%3Dsearch,Kota Bandung
